add.POSIXct,viz_owner_repo,video,source,title
2025-01-21T10:53:52.485204Z,tdhock/2019-02-05-linear-regression-1d-grad-desc-ozone-steps,"",https://github.com/tdhock/cs499-spring2019/blob/master/2019-02-05-linear-regression/viz.step.size.R,Gradient descent with several step sizes for 1d linear regression in ozone data
2025-01-21T10:53:52.485204Z,tdhock/2019-02-05-linear-regression-1d-grad-desc-ozone,"",https://github.com/tdhock/cs499-spring2019/blob/master/2019-02-05-linear-regression/viz.R,Gradient descent for 1d linear regression in ozone data
2025-01-21T10:53:52.485204Z,tdhock/2020-02-03-capacity-polynomial-degree,"",https://github.com/tdhock/cs499-spring2020/blob/master/2020-02-03-capacity/figure-quadratic-interactive.R,Overfitting using linear model polynomial degree
2025-01-21T10:53:52.485204Z,tdhock/2019-01-nearest-neighbor-regression-one-split,"",https://github.com/tdhock/cs499-spring2019/blob/master/2019-01-17-nearest-neighbors/viz.R,Nearest neighbors algorithm for regression
2025-01-21T10:53:52.485204Z,tdhock/2023-01-regression-2d,"",https://github.com/tdhock/cs499-spring2019/blob/master/2019-01-17-nearest-neighbors/viz-ozone-test.R,Nearest neighbors for regression with 2D inputs
2025-01-21T10:53:52.485204Z,tdhock/2019-01-nearest-neighbors-classification-1d,"",https://github.com/tdhock/cs499-spring2019/blob/master/2019-01-17-nearest-neighbors/viz-class-1d.R,Nearest neighbors algorithm for classification
2025-01-21T10:53:52.485204Z,tdhock/2019-01-nearest-neighbors-cross-validation,"",https://github.com/tdhock/cs499-spring2019/blob/master/2019-01-17-nearest-neighbors/viz-4folds.R,4 fold cross-validation
2025-01-21T10:53:52.485204Z,tdhock/2023-11-interval-regression-differences,"",https://github.com/tdhock/change-tutorial/blob/master/figure-differences-interactive.R,AIC/BIC change-point detection comparison using ROC curves
2025-01-21T10:53:52.485204Z,tdhock/necromass-figure-one-network,"",https://github.com/tdhock/necromass/blob/main/figure-one-network.R,bacteria_fungi_conservative visualization
2025-01-21T10:53:52.485204Z,EngineerDanny/EngineerDanny-necromass-figure-one-network,"",https://github.com/tdhock/necromass/blob/main/figure-one-network.Rmd,bacteria_fungi_conservative visualization
2025-01-21T10:53:52.485204Z,nhintruong/breakpoints,"",https://github.com/animint/animint2/blob/4b1049bc1d8ee8dbd78b31f52a5863496fae5931/inst/examples/breakpoints.R,breakpoints select multiple segmentation models
2025-01-24T17:44:50.962430Z,tdhock/2025-01-WorldBank-facets-map,https://vimeo.com/1050117030,https://github.com/animint/animint2/blob/master/inst/examples/WorldBank-facets-map.R,"World Bank data (multiple selection, facets)"
2025-01-27T08:29:55.296537Z,tdhock/2025-01-19-bike-rides-around-paris-2009,https://vimeo.com/1048533960,https://github.com/animint/animint2/blob/master/inst/examples/gps.R,Map and time series of Toby Hocking's Bike Rides in 2009
2025-01-27T08:29:55.296537Z,tdhock/2024-11-23-greedy-decision-tree,https://vimeo.com/1048533733,https://github.com/tdhock/2023-08-unsupervised-learning/blob/main/slides/20-decision-trees.R,Greedy decision tree learning algorithm for binary classification (Breiman's CART)
2025-01-29T09:46:25.754393Z,tdhock/2024-11-27-decision-tree-spam,https://vimeo.com/1051463402,https://github.com/tdhock/2023-08-unsupervised-learning/blob/main/slides/20-decision-tree-spam.R,Cross-validation for Breiman's CART algorithm on SPAM data
2025-01-29T10:31:04.128089Z,tdhock/2024-09-16-K-fold-CV-train-sizes-regression,https://vimeo.com/1051473773,https://github.com/tdhock/2024-08-ift603-712/blob/main/cv-noise-samples.R,Samples required to learn non-trivial regression model
